Datum;Uhrzeit;SECCI;Temperatur;Salinität;NO2;NO3;NOx
27.06.1962;NA;NA;NA;NA;NA;NA;NA
28.06.1962;NA;NA;NA;NA;NA;NA;NA
29.06.1962;9:30;NA;12.8;30.763;0.33;8.78;NA
30.06.1962;9:00;NA;12.6;NA;NA;NA;NA
01.07.1962;NA;NA;NA;NA;NA;NA;NA
02.07.1962;9:20;NA;12.4;31.367;0.32;7.28;NA
03.07.1962;NA;NA;NA;NA;NA;NA;NA
04.07.1962;NA;NA;NA;NA;NA;NA;NA
05.07.1962;9:00;NA;13.4;NA;NA;NA;NA
06.07.1962;9:00;NA;13.3;NA;NA;NA;NA
07.07.1962;9:00;NA;13.5;NA;NA;NA;NA
08.07.1962;NA;NA;NA;NA;NA;NA;NA
09.07.1962;9:00;NA;13.6;NA;NA;NA;NA
10.07.1962;8:00;NA;13.7;30.1;0.4;6.92;NA
11.07.1962;8:55;NA;14.0;30.36;0.4;6.28;NA
12.07.1962;9:00;NA;13.9;NA;NA;NA;NA
13.07.1962;8:45;NA;13.7;30.819;0.39;5.92;NA
14.07.1962;NA;NA;NA;NA;NA;NA;NA
15.07.1962;NA;NA;NA;NA;NA;NA;NA
16.07.1962;9:00;NA;15.1;NA;NA;NA;NA
17.07.1962;NA;NA;NA;NA;NA;NA;NA
18.07.1962;9:20;NA;15.4;30.453;0.27;2.64;NA
19.07.1962;9:00;NA;15.1;NA;NA;NA;NA
20.07.1962;8:25;NA;15.6;29.751;0.3;2.28;NA
21.07.1962;8:30;NA;15.1;30.976;0.27;3.0;NA
22.07.1962;NA;NA;NA;NA;NA;NA;NA
23.07.1962;9:20;NA;14.8;30.901;0.25;2.57;NA
24.07.1962;9:00;NA;14.6;NA;NA;NA;NA
25.07.1962;8:55;NA;15.8;29.64;0.29;1.5;NA
26.07.1962;NA;NA;NA;NA;NA;NA;NA
27.07.1962;NA;NA;NA;NA;NA;NA;NA
28.07.1962;9:00;NA;15.9;NA;NA;NA;NA
29.07.1962;NA;NA;NA;NA;NA;NA;NA
30.07.1962;9:10;NA;15.9;28.971;0.28;2.64;NA
31.07.1962;9:00;NA;15.6;NA;NA;NA;NA
01.08.1962;9:20;NA;15.3;30.526;0.3;2.14;NA
02.08.1962;9:00;NA;15.8;NA;NA;NA;NA
03.08.1962;8:20;NA;15.8;30.234;0.21;2.5;NA
04.08.1962;9:00;NA;16.1;NA;NA;NA;NA
05.08.1962;NA;NA;NA;NA;NA;NA;NA
06.08.1962;9:45;NA;15.8;29.779;0.21;2.07;NA
07.08.1962;9:00;NA;16.1;NA;NA;NA;NA
08.08.1962;NA;NA;NA;NA;NA;NA;NA
09.08.1962;8:05;NA;14.8;30.888;0.32;3.85;NA
10.08.1962;9:45;NA;15.3;30.116;0.35;4.85;NA
11.08.1962;9:00;NA;15.1;NA;NA;NA;NA
12.08.1962;NA;NA;NA;NA;NA;NA;NA
13.08.1962;8:15;NA;15.2;30.162;0.37;3.5;NA
14.08.1962;9:00;NA;15.1;NA;NA;NA;NA
15.08.1962;8:15;NA;15.3;30.234;0.4;4.92;NA
16.08.1962;9:00;NA;15.1;NA;NA;NA;NA
17.08.1962;9:15;NA;15.1;31.938;0.27;2.28;NA
18.08.1962;9:00;NA;15.0;NA;NA;NA;NA
19.08.1962;NA;NA;NA;NA;NA;NA;NA
20.08.1962;10:00;NA;15.5;31.595;0.48;2.5;NA
21.08.1962;9:00;NA;15.4;NA;NA;NA;NA
22.08.1962;9:55;NA;15.2;32.002;0.32;2.78;NA
23.08.1962;9:00;NA;15.1;NA;NA;NA;NA
24.08.1962;10:55;NA;15.2;31.804;0.37;3.28;NA
25.08.1962;NA;NA;NA;NA;NA;NA;NA
26.08.1962;NA;NA;NA;NA;NA;NA;NA
27.08.1962;10:15;NA;15.0;31.446;0.65;5.14;NA
28.08.1962;9:00;NA;15.0;NA;NA;NA;NA
29.08.1962;10:20;NA;15.0;30.358;0.7;6.57;NA
30.08.1962;9:00;NA;15.3;NA;NA;NA;NA
31.08.1962;NA;NA;NA;NA;NA;NA;NA
01.09.1962;10:00;NA;15.0;31.338;0.51;4.92;NA
02.09.1962;NA;NA;NA;NA;NA;NA;NA
03.09.1962;9:50;NA;15.3;31.29;0.5;4.71;NA
04.09.1962;9:00;NA;15.2;NA;NA;NA;NA
05.09.1962;8:20;NA;15.1;31.202;0.45;4.21;NA
06.09.1962;9:00;NA;15.2;NA;NA;NA;NA
07.09.1962;8:50;NA;15.3;31.564;0.35;3.28;NA
08.09.1962;NA;NA;NA;NA;NA;NA;NA
09.09.1962;NA;NA;NA;NA;NA;NA;NA
10.09.1962;10:10;NA;15.3;31.443;0.52;4.71;NA
11.09.1962;9:00;NA;15.1;NA;NA;NA;NA
12.09.1962;10:00;NA;15.3;31.552;0.27;2.57;NA
13.09.1962;NA;NA;NA;NA;NA;NA;NA
14.09.1962;10:15;NA;14.8;31.383;0.45;3.78;NA
15.09.1962;9:00;NA;14.8;NA;NA;NA;NA
16.09.1962;NA;NA;NA;NA;NA;NA;NA
17.09.1962;9:30;NA;14.6;31.413;0.39;3.71;NA
18.09.1962;9:00;NA;14.6;NA;NA;NA;NA
19.09.1962;9:45;NA;14.7;31.396;0.32;3.21;NA
20.09.1962;9:00;NA;14.6;NA;NA;NA;NA
21.09.1962;NA;NA;NA;NA;NA;NA;NA
22.09.1962;9:35;NA;14.6;31.405;0.33;2.64;NA
23.09.1962;NA;NA;NA;NA;NA;NA;NA
24.09.1962;9:15;NA;14.6;30.692;0.47;6.07;NA
25.09.1962;9:00;NA;14.5;NA;NA;NA;NA
26.09.1962;NA;NA;NA;NA;NA;NA;NA
27.09.1962;7:55;NA;14.4;31.312;0.34;3.07;NA
28.09.1962;7:55;NA;14.5;31.99;0.12;1.42;NA
29.09.1962;9:00;NA;14.4;NA;NA;NA;NA
30.09.1962;NA;NA;NA;NA;NA;NA;NA
01.10.1962;9:00;NA;14.5;32.205;0.2;1.5;NA
02.10.1962;9:00;NA;14.7;NA;NA;NA;NA
03.10.1962;9:35;NA;14.9;32.907;0.15;1.0;NA
04.10.1962;9:00;NA;14.8;NA;NA;NA;NA
05.10.1962;7:50;NA;14.6;32.659;0.11;1.0;NA
06.10.1962;9:00;NA;14.7;NA;NA;NA;NA
07.10.1962;NA;NA;NA;NA;NA;NA;NA
08.10.1962;8:50;NA;14.4;32.505;0.1;1.0;NA
09.10.1962;9:00;NA;14.3;NA;NA;NA;NA
10.10.1962;9:05;NA;14.3;32.157;0.12;2.14;NA
11.10.1962;9:00;NA;14.3;NA;NA;NA;NA
12.10.1962;9:20;NA;14.1;32.516;0.08;1.85;NA
13.10.1962;NA;NA;NA;NA;NA;NA;NA
14.10.1962;NA;NA;NA;NA;NA;NA;NA
15.10.1962;9:20;NA;13.6;31.681;0.24;4.14;NA
16.10.1962;9:00;NA;14.1;NA;NA;NA;NA
17.10.1962;9:15;NA;14.1;32.612;0.18;2.5;NA
18.10.1962;9:00;NA;14.0;NA;NA;NA;NA
19.10.1962;9:40;NA;13.6;32.927;0.2;2.07;NA
20.10.1962;9:00;NA;13.6;NA;NA;NA;NA
21.10.1962;NA;NA;NA;NA;NA;NA;NA
22.10.1962;9:20;NA;13.3;31.814;0.33;3.78;NA
23.10.1962;9:00;NA;13.0;NA;NA;NA;NA
24.10.1962;7:50;NA;12.8;31.407;0.35;4.57;NA
25.10.1962;9:00;NA;13.0;NA;NA;NA;NA
26.10.1962;9:25;NA;12.9;31.74;0.24;3.28;NA
27.10.1962;NA;NA;NA;NA;NA;NA;NA
28.10.1962;NA;NA;NA;NA;NA;NA;NA
29.10.1962;9:35;NA;12.5;32.152;0.32;3.71;NA
30.10.1962;NA;NA;NA;NA;NA;NA;NA
31.10.1962;NA;NA;NA;NA;NA;NA;NA
01.11.1962;9:20;NA;12.3;32.585;0.24;2.57;NA
02.11.1962;8:00;NA;11.8;32.615;0.25;2.92;NA
03.11.1962;9:00;NA;11.9;NA;NA;NA;NA
04.11.1962;NA;NA;NA;NA;NA;NA;NA
05.11.1962;7:50;NA;12.0;32.862;0.2;2.35;NA
06.11.1962;NA;NA;NA;NA;NA;NA;NA
07.11.1962;9:10;NA;12.0;33.183;0.2;1.85;NA
08.11.1962;NA;NA;NA;NA;NA;NA;NA
09.11.1962;NA;NA;NA;NA;NA;NA;NA
10.11.1962;NA;NA;NA;NA;NA;NA;NA
11.11.1962;NA;NA;NA;NA;NA;NA;NA
12.11.1962;8:40;NA;10.6;33.638;0.16;1.71;NA
13.11.1962;9:00;NA;10.7;NA;NA;NA;NA
14.11.1962;8:00;NA;10.6;33.903;0.19;1.57;NA
15.11.1962;9:00;NA;10.0;NA;NA;NA;NA
16.11.1962;10:25;NA;10.1;33.853;0.2;1.78;NA
17.11.1962;9:00;NA;9.5;NA;NA;NA;NA
18.11.1962;NA;NA;NA;NA;NA;NA;NA
19.11.1962;8:00;NA;9.2;33.662;0.25;2.5;NA
20.11.1962;9:00;NA;9.4;NA;NA;NA;NA
21.11.1962;NA;NA;NA;NA;NA;NA;NA
22.11.1962;9:30;NA;9.2;33.806;0.22;1.57;NA
23.11.1962;8:40;NA;8.8;33.751;0.25;2.14;NA
24.11.1962;NA;NA;NA;NA;NA;NA;NA
25.11.1962;NA;NA;NA;NA;NA;NA;NA
26.11.1962;9:25;NA;8.8;33.745;0.23;2.0;NA
27.11.1962;9:00;NA;9.0;NA;NA;NA;NA
28.11.1962;9:50;NA;9.0;33.778;0.27;1.92;NA
29.11.1962;9:00;NA;9.1;NA;NA;NA;NA
30.11.1962;9:00;NA;8.9;NA;NA;NA;NA
01.12.1962;9:00;NA;8.5;NA;NA;NA;NA
02.12.1962;NA;NA;NA;NA;NA;NA;NA
03.12.1962;9:20;NA;7.5;33.703;0.37;2.78;NA
04.12.1962;9:00;NA;7.9;NA;NA;NA;NA
05.12.1962;9:55;NA;8.0;33.669;0.37;3.14;NA
06.12.1962;9:00;NA;7.8;NA;NA;NA;NA
07.12.1962;9:25;NA;7.9;33.56;0.48;3.28;NA
08.12.1962;NA;NA;NA;NA;NA;NA;NA
09.12.1962;NA;NA;NA;NA;NA;NA;NA
10.12.1962;NA;NA;NA;NA;NA;NA;NA
11.12.1962;NA;NA;NA;NA;NA;NA;NA
12.12.1962;10:05;NA;7.4;33.536;0.53;3.85;NA
13.12.1962;9:00;NA;7.2;NA;NA;NA;NA
14.12.1962;10:20;NA;7.1;33.528;0.62;3.85;NA
15.12.1962;9:00;NA;6.9;NA;NA;NA;NA
16.12.1962;NA;NA;NA;NA;NA;NA;NA
17.12.1962;9:30;NA;6.8;33.442;0.7;4.35;NA
18.12.1962;9:00;NA;6.4;NA;NA;NA;NA
19.12.1962;NA;NA;NA;NA;NA;NA;NA
20.12.1962;9:00;NA;5.8;33.183;0.89;5.64;NA
21.12.1962;NA;NA;NA;NA;NA;NA;NA
22.12.1962;NA;NA;NA;NA;NA;NA;NA
23.12.1962;NA;NA;NA;NA;NA;NA;NA
24.12.1962;NA;NA;NA;NA;NA;NA;NA
25.12.1962;NA;NA;NA;NA;NA;NA;NA
26.12.1962;NA;NA;NA;NA;NA;NA;NA
27.12.1962;9:00;NA;5.4;NA;NA;NA;NA
28.12.1962;9:40;NA;4.9;33.647;0.65;2.85;NA
29.12.1962;NA;NA;NA;NA;NA;NA;NA
30.12.1962;NA;NA;NA;NA;NA;NA;NA
31.12.1962;NA;NA;NA;NA;NA;NA;NA
01.01.1963;NA;NA;NA;NA;NA;NA;NA
02.01.1963;NA;NA;NA;NA;NA;NA;NA
03.01.1963;NA;NA;NA;NA;NA;NA;NA
04.01.1963;NA;NA;NA;NA;NA;NA;NA
05.01.1963;9:25;NA;3.1;33.731;0.55;2.78;NA
06.01.1963;NA;NA;NA;NA;NA;NA;NA
07.01.1963;9:30;NA;2.7;33.9;0.72;2.92;NA
08.01.1963;9:00;NA;3.2;NA;NA;NA;NA
09.01.1963;10:25;NA;3.1;33.888;0.84;3.57;NA
10.01.1963;9:00;NA;2.9;NA;NA;NA;NA
11.01.1963;10:50;NA;2.9;33.823;0.88;3.85;NA
12.01.1963;NA;NA;NA;NA;NA;NA;NA
13.01.1963;NA;NA;NA;NA;NA;NA;NA
14.01.1963;NA;NA;NA;NA;NA;NA;NA
15.01.1963;10:40;NA;2.3;33.901;0.97;4.07;NA
16.01.1963;NA;NA;NA;NA;NA;NA;NA
17.01.1963;9:40;NA;0.8;33.267;1.01;6.42;NA
18.01.1963;NA;NA;NA;NA;NA;NA;NA
19.01.1963;NA;NA;NA;NA;NA;NA;NA
20.01.1963;NA;NA;NA;NA;NA;NA;NA
21.01.1963;13:35;NA;-0.9;32.719;1.05;7.14;NA
22.01.1963;9:00;NA;-0.6;NA;NA;NA;NA
23.01.1963;9:45;NA;0.1;33.154;0.96;6.35;NA
24.01.1963;9:00;NA;0.4;NA;NA;NA;NA
25.01.1963;10:00;NA;0.8;33.455;0.94;5.35;NA
26.01.1963;NA;NA;NA;NA;NA;NA;NA
27.01.1963;NA;NA;NA;NA;NA;NA;NA
28.01.1963;10:15;NA;1.0;33.432;1.07;5.35;NA
29.01.1963;9:00;NA;0.9;NA;NA;NA;NA
30.01.1963;9:00;NA;0.7;33.361;1.15;5.57;NA
31.01.1963;9:00;NA;0.2;NA;NA;NA;NA
01.02.1963;9:40;NA;NA;33.189;1.14;6.42;NA
02.02.1963;9:00;NA;-0.3;33.017;NA;NA;NA
03.02.1963;NA;NA;NA;NA;NA;NA;NA
04.02.1963;9:20;NA;-1.0;32.529;1.18;9.42;NA
05.02.1963;9:00;NA;-1.1;32.864;NA;NA;NA
06.02.1963;9:20;NA;-0.7;32.903;1.17;8.0;NA
07.02.1963;NA;NA;NA;NA;NA;NA;NA
08.02.1963;NA;NA;NA;NA;NA;NA;NA
09.02.1963;NA;NA;NA;NA;NA;NA;NA
10.02.1963;NA;NA;NA;NA;NA;NA;NA
11.02.1963;NA;NA;NA;NA;NA;NA;NA
12.02.1963;NA;NA;NA;NA;NA;NA;NA
13.02.1963;9:00;NA;NA;33.252;NA;NA;NA
14.02.1963;9:55;NA;-0.3;33.275;1.0;5.07;NA
15.02.1963;9:00;NA;-0.4;33.145;NA;NA;NA
16.02.1963;NA;NA;NA;NA;NA;NA;NA
17.02.1963;NA;NA;NA;NA;NA;NA;NA
18.02.1963;NA;NA;NA;NA;NA;NA;NA
19.02.1963;NA;NA;NA;NA;NA;NA;NA
20.02.1963;8:30;NA;-1.6;32.205;1.45;12.28;NA
21.02.1963;NA;NA;NA;NA;NA;NA;NA
22.02.1963;8:20;NA;-1.1;32.657;1.31;10.14;NA
23.02.1963;NA;NA;NA;NA;NA;NA;NA
24.02.1963;NA;NA;NA;NA;NA;NA;NA
25.02.1963;9:55;NA;-0.6;33.044;1.08;7.28;NA
26.02.1963;9:00;NA;-0.6;33.153;NA;NA;NA
27.02.1963;9:30;NA;-0.5;33.038;1.25;8.42;NA
28.02.1963;9:00;NA;-0.4;33.085;NA;NA;NA
01.03.1963;NA;NA;NA;NA;NA;NA;NA
02.03.1963;NA;NA;NA;NA;NA;NA;NA
03.03.1963;NA;NA;NA;NA;NA;NA;NA
04.03.1963;10:35;NA;-0.5;33.097;1.35;8.85;NA
05.03.1963;9:00;NA;-0.3;33.069;NA;NA;NA
06.03.1963;10:20;NA;-0.1;33.06;1.14;7.64;NA
07.03.1963;9:00;NA;-0.1;33.001;NA;NA;NA
08.03.1963;10:05;NA;0.2;33.056;1.31;8.42;NA
09.03.1963;NA;NA;NA;NA;NA;NA;NA
10.03.1963;NA;NA;NA;NA;NA;NA;NA
11.03.1963;9:45;NA;0.2;33.056;1.28;8.14;NA
12.03.1963;9:00;NA;0.3;33.351;NA;NA;NA
13.03.1963;7:50;NA;0.2;33.355;1.35;6.92;NA
14.03.1963;9:00;NA;0.1;33.001;NA;NA;NA
15.03.1963;NA;NA;NA;NA;NA;NA;NA
16.03.1963;NA;NA;NA;NA;NA;NA;NA
17.03.1963;NA;NA;NA;NA;NA;NA;NA
18.03.1963;10:50;NA;0.7;33.525;1.45;6.35;NA
19.03.1963;9:00;NA;0.7;33.514;NA;NA;NA
20.03.1963;9:15;NA;0.6;33.557;1.38;5.71;NA
21.03.1963;9:00;NA;0.6;33.362;NA;NA;NA
22.03.1963;8:55;NA;0.5;33.494;1.28;6.28;NA
23.03.1963;NA;NA;NA;NA;NA;NA;NA
24.03.1963;NA;NA;NA;NA;NA;NA;NA
25.03.1963;9:20;NA;1.0;33.017;1.27;7.07;NA
26.03.1963;8:55;NA;1.1;33.163;1.25;6.85;NA
27.03.1963;8:50;NA;0.9;33.025;1.28;7.57;NA
28.03.1963;9:00;NA;1.1;33.043;NA;NA;NA
29.03.1963;9:55;NA;1.1;33.331;1.25;6.14;NA
30.03.1963;NA;NA;NA;NA;NA;NA;NA
31.03.1963;NA;NA;NA;NA;NA;NA;NA
01.04.1963;9:20;NA;1.1;32.745;1.2;7.85;NA
